terrain_environmental_factors,material_labour_costs,regulatory_permitting_timeline,historical_delay_patterns,weather_seasonal_data,vendor_performance_structured,vendor_performance_semi_structured,vendor_performance_non_structured,material_cost_escalation_reason,cost_escalation_percentage,demand_supply_scenario,supply_delay_days,skilled_manpower_availability,equipment_availability,project_complexity,transmission_voltage_level,line_length_km,environmental_clearance_status,land_acquisition_percentage,time_overrun_percentage,cost_overrun_percentage,project_hotspots
Rural,40.22872994578327,630,35.98500425476329,Monsoon,1.4000000000000004,"{""delivery_time"": 1.37, ""quality"": 2.87, ""communication"": 4.55, ""technical_expertise"": 3.57}",Poor quality control and frequent delays,High,1.3,Critical_Shortage,35.45963018503613,0.5565010976823859,0.7282558783608951,High,400kV,48.8402315972501,Pending,88.75891757225777,20.864271066860564,23.79997495968234,Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Weather_Risk
Urban,55.56422623594073,420,37.88053506779798,Spring,4.700000000000003,"{""delivery_time"": 2.65, ""quality"": 2.17, ""communication"": 2.5, ""technical_expertise"": 3.04}",Excellent performance with timely delivery,High,1.3,Deficit,16.244660529801337,0.9206971012989595,0.6358473080846296,Low,220kV,99.7898507635984,Pending,65.70723125924751,15.08289013508078,22.35927432612196,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Mountainous,67.79218556562779,360,22.301997963433024,Monsoon,2.100000000000001,"{""delivery_time"": 2.28, ""quality"": 4.88, ""communication"": 4.73, ""technical_expertise"": 4.48}",Good quality but delayed deliveries,Medium,1.15,Surplus,0.0,0.7865448404955891,0.6759525278793304,Very_High,400kV,111.39189996959995,Obtained,65.6027202198637,17.92733904160099,37.13252659861443,Cost_Critical|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Urban,73.27123595483738,630,44.505608103467765,Monsoon,4.800000000000003,"{""delivery_time"": 2.69, ""quality"": 3.77, ""communication"": 4.61, ""technical_expertise"": 4.4}",Outstanding technical expertise and support,High,1.3,Deficit,8.478465382367933,0.41220449864056063,0.5471563257313738,Medium,132kV,110.30580163055602,Pending,88.64552710857228,7.972259307694948,0.0,Supply_Chain_Risk|Resource_Risk|Weather_Risk
Forest,72.30316540066562,360,21.79715735006482,Summer,2.7000000000000015,"{""delivery_time"": 2.66, ""quality"": 1.45, ""communication"": 1.3, ""technical_expertise"": 3.31}",Outstanding technical expertise and support,High,1.3,Surplus,0.0,0.8347788021396362,0.7140640253550709,Medium,132kV,42.602360311766375,Obtained,77.27129976661985,8.728489349672756,29.619679144057915,Cost_Critical|Land_Acquisition_Risk
Forest,51.743124926151644,330,29.040988586569462,Winter,1.1,"{""delivery_time"": 3.57, ""quality"": 4.4, ""communication"": 2.17, ""technical_expertise"": 1.67}",Outstanding technical expertise and support,Medium,1.15,Critical_Shortage,35.314167864596705,0.42133112652943305,0.9916288054807849,High,765kV,119.99805201588603,Obtained,95.568059938436,15.665437031115713,33.88140291675421,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Resource_Risk
Forest,62.04335139510657,210,20.34786179674922,Winter,1.9000000000000008,"{""delivery_time"": 2.52, ""quality"": 2.41, ""communication"": 1.53, ""technical_expertise"": 3.69}",Outstanding technical expertise and support,High,1.3,Deficit,12.78088260154334,0.9984286760882879,0.6644165234405952,Medium,132kV,50.06647689175639,Pending,72.4775552862735,20.147271161066584,15.105806413514197,Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,82.13405537917795,120,16.918317728190516,Monsoon,2.4000000000000012,"{""delivery_time"": 3.03, ""quality"": 3.88, ""communication"": 2.41, ""technical_expertise"": 2.3}",Poor quality control and frequent delays,High,1.3,Deficit,7.177730066880158,0.9235820126147187,0.9382146374212175,Low,132kV,84.0754750319534,Obtained,61.697229489945784,9.467495386394944,3.345207793245418,Supply_Chain_Risk|Vendor_Risk|Land_Acquisition_Risk|Weather_Risk
Urban,98.68709181696386,570,37.53029306549038,Post_Monsoon,3.9000000000000026,"{""delivery_time"": 2.89, ""quality"": 4.51, ""communication"": 1.16, ""technical_expertise"": 4.22}",Excellent performance with timely delivery,High,1.3,Surplus,0.0,0.5784062485240274,0.9215995708118425,Medium,132kV,28.365829036226188,Obtained,85.99504116926079,8.834185949218398,23.874025971290884,Resource_Risk
Forest,70.6810688063881,30,62.46276276911254,Summer,2.6000000000000014,"{""delivery_time"": 2.48, ""quality"": 4.42, ""communication"": 4.21, ""technical_expertise"": 2.4}",Outstanding technical expertise and support,High,1.3,Balanced,4.803093510524258,0.5544467381180233,0.9760292091486054,Low,220kV,78.71860748134102,Under_Review,87.36956906410322,19.55966844598377,23.29952712028159,Environmental_Risk|Resource_Risk
Rural,50.570052172523006,90,20.658881340156196,Summer,1.3000000000000003,"{""delivery_time"": 3.78, ""quality"": 1.64, ""communication"": 4.59, ""technical_expertise"": 2.62}",Good quality but delayed deliveries,Critical,1.5,Surplus,4.663765479526301,0.6288646492633654,0.8950547561335472,Very_High,400kV,49.87447361434954,Pending,82.1436643591484,18.295405274051838,24.363002308093357,Vendor_Risk
Forest,64.7505873759674,390,39.583858896136945,Winter,1.6000000000000005,"{""delivery_time"": 2.82, ""quality"": 3.82, ""communication"": 4.28, ""technical_expertise"": 1.95}",Good quality but delayed deliveries,Medium,1.15,Balanced,13.41142048061608,0.6137001791886658,0.8297984135294074,Medium,400kV,69.2899994113852,Under_Review,87.33330582778392,10.534627978824926,32.51478361478394,Cost_Critical|Environmental_Risk|Vendor_Risk
Forest,74.0034619886953,450,21.08906424759767,Spring,5.0000000000000036,"{""delivery_time"": 3.65, ""quality"": 2.57, ""communication"": 2.47, ""technical_expertise"": 3.76}",Average performance with communication issues,Critical,1.5,Critical_Shortage,34.08084709839939,0.6234026910312287,0.9282922221137289,Medium,220kV,87.09686538895689,Obtained,80.9501737789758,13.110905344350664,23.564889974626432,Supply_Chain_Risk
Desert,48.52135613083348,60,24.874180277727948,Summer,4.000000000000003,"{""delivery_time"": 2.55, ""quality"": 2.38, ""communication"": 4.34, ""technical_expertise"": 1.41}",Outstanding technical expertise and support,Critical,1.5,Deficit,11.415628646437629,0.5909659276716883,0.5378223403286748,Medium,220kV,113.9528682405812,Obtained,87.70531264396183,0.0,1.072035476932495,Supply_Chain_Risk|Resource_Risk
Rural,46.139351938649824,330,46.09100526678006,Summer,4.800000000000003,"{""delivery_time"": 3.7, ""quality"": 1.99, ""communication"": 1.06, ""technical_expertise"": 1.67}",Outstanding technical expertise and support,Low,1.05,Deficit,13.137452507330975,0.7726800441089989,0.7314153285994038,Low,220kV,112.75162133423028,Under_Review,61.75749626220778,11.054432088720333,0.0,Supply_Chain_Risk|Land_Acquisition_Risk
Rural,24.97123889183616,120,12.11757657909633,Spring,4.3000000000000025,"{""delivery_time"": 3.43, ""quality"": 3.84, ""communication"": 1.08, ""technical_expertise"": 1.15}",Outstanding technical expertise and support,Critical,1.5,Surplus,0.0,0.4985581982323744,0.9946281193075295,High,400kV,10.0,Under_Review,74.73589480884085,16.498672744703743,26.77859867665552,Cost_Critical|Resource_Risk|Land_Acquisition_Risk
Desert,78.38368557471087,570,8.942091176522524,Winter,1.5000000000000004,"{""delivery_time"": 4.61, ""quality"": 1.29, ""communication"": 4.58, ""technical_expertise"": 1.91}",Outstanding technical expertise and support,Critical,1.5,Surplus,3.938727706557157,0.9075887754676079,0.8848000756473662,Very_High,400kV,108.74113955969564,Under_Review,68.43267671814738,17.323076768641755,34.70301947987976,Cost_Critical|Vendor_Risk|Land_Acquisition_Risk
Rural,59.707939095541114,510,23.95361621484221,Summer,4.700000000000003,"{""delivery_time"": 3.96, ""quality"": 2.24, ""communication"": 4.44, ""technical_expertise"": 3.8}",Outstanding technical expertise and support,Low,1.05,Critical_Shortage,45.68805814689612,0.8874414904187892,0.9810376890186115,High,132kV,92.21967420457156,Obtained,63.973045544465094,4.973067643543598,3.2374622683925036,Supply_Chain_Risk|Land_Acquisition_Risk
Urban,55.57786398516221,90,32.96387233525209,Monsoon,4.3000000000000025,"{""delivery_time"": 2.61, ""quality"": 1.31, ""communication"": 3.93, ""technical_expertise"": 3.47}",Good quality but delayed deliveries,High,1.3,Critical_Shortage,31.537325578224987,0.6858899247131622,0.8898171780667395,Medium,400kV,65.39290576809199,Pending,69.36370544664288,7.479313686663961,18.001936732353133,Supply_Chain_Risk|Land_Acquisition_Risk|Weather_Risk
Mountainous,110.41470217402575,540,30.56399886017058,Spring,2.4000000000000012,"{""delivery_time"": 1.01, ""quality"": 1.04, ""communication"": 4.24, ""technical_expertise"": 2.04}",Excellent performance with timely delivery,High,1.3,Balanced,0.0,0.9116379791671285,0.9374409837210721,Medium,765kV,54.18574440947597,Obtained,67.65242472127153,11.464046483735535,20.39179804722796,Vendor_Risk|Land_Acquisition_Risk
Forest,39.5168938187061,240,29.328150108315953,Winter,2.300000000000001,"{""delivery_time"": 3.54, ""quality"": 2.82, ""communication"": 4.45, ""technical_expertise"": 4.67}",Excellent performance with timely delivery,Critical,1.5,Critical_Shortage,40.03241664995142,0.548287042018176,0.8532648161515954,Low,400kV,82.81501518837042,Under_Review,98.92525553446389,13.071856420527222,13.16702452942429,Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Resource_Risk
Mountainous,42.051565195279046,660,25.409583778138934,Summer,1.5000000000000004,"{""delivery_time"": 4.99, ""quality"": 1.61, ""communication"": 4.45, ""technical_expertise"": 2.06}",Average performance with communication issues,Low,1.05,Critical_Shortage,36.5902577408948,0.41053927342238017,0.8802510022086198,High,220kV,93.07093066128685,Pending,71.4618367087385,13.170768453193572,30.52896015311037,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Mountainous,80.05016591759937,570,34.43848032380703,Winter,4.600000000000003,"{""delivery_time"": 3.36, ""quality"": 3.02, ""communication"": 1.07, ""technical_expertise"": 4.73}",Good quality but delayed deliveries,High,1.3,Critical_Shortage,36.67464512947744,0.7715247550178939,0.7615890049197503,Medium,400kV,98.2258798798431,Under_Review,69.23835880588638,20.320303608614026,30.88950058615197,Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Land_Acquisition_Risk
Urban,85.41841690093702,150,0.0,Monsoon,4.100000000000003,"{""delivery_time"": 1.31, ""quality"": 3.75, ""communication"": 4.14, ""technical_expertise"": 4.18}",Outstanding technical expertise and support,Low,1.05,Critical_Shortage,42.94086964085477,0.6747456441788293,0.9621188504070665,Medium,132kV,78.09484688079759,Obtained,93.39498025075972,12.363798951461758,17.177617674929408,Supply_Chain_Risk|Weather_Risk
Mountainous,112.88837305780204,210,15.99033633894711,Spring,1.2000000000000002,"{""delivery_time"": 1.54, ""quality"": 2.79, ""communication"": 4.32, ""technical_expertise"": 2.21}",Excellent performance with timely delivery,Medium,1.15,Balanced,0.0,0.7402987277775224,0.9125194553116809,Very_High,400kV,10.0,Pending,76.76464869075356,13.513724419648613,19.34602709499517,Environmental_Risk|Vendor_Risk|Land_Acquisition_Risk
Forest,53.89592007120737,630,23.876651088598624,Monsoon,1.2000000000000002,"{""delivery_time"": 2.87, ""quality"": 2.09, ""communication"": 2.85, ""technical_expertise"": 4.55}",Poor quality control and frequent delays,Medium,1.15,Critical_Shortage,28.02791717370547,0.9396036454110418,0.9219424828328161,Low,220kV,67.66438650888047,Pending,76.85861793797237,31.989084061491408,39.760138797157595,Schedule_Critical|Cost_Critical|Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Land_Acquisition_Risk|Weather_Risk
Urban,86.03427625191027,240,33.45441758923012,Spring,3.100000000000002,"{""delivery_time"": 2.82, ""quality"": 3.22, ""communication"": 2.62, ""technical_expertise"": 2.84}",Poor quality control and frequent delays,Medium,1.15,Balanced,4.191428419096976,0.9819553441395661,0.8365045504815262,Low,765kV,43.57076802873558,Obtained,77.74361865520606,8.036579025644814,28.805828166577303,Cost_Critical|Land_Acquisition_Risk
Rural,49.422372957489394,150,42.877181680822794,Monsoon,3.100000000000002,"{""delivery_time"": 1.06, ""quality"": 2.13, ""communication"": 2.75, ""technical_expertise"": 3.54}",Poor quality control and frequent delays,Medium,1.15,Surplus,0.3170175543024627,0.7806718838533618,0.6522899735436245,Low,220kV,156.93273389807212,Under_Review,76.66138024482458,19.175609373483773,22.916055532453967,Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Desert,66.37482670124278,510,14.378803501994318,Summer,1.9000000000000008,"{""delivery_time"": 2.8, ""quality"": 2.35, ""communication"": 2.55, ""technical_expertise"": 1.97}",Outstanding technical expertise and support,Critical,1.5,Deficit,13.225258666296709,0.858433353911463,0.5178148976950696,Medium,765kV,87.07594678967823,Under_Review,73.06261819835393,9.67744776382619,27.701455090531134,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Coastal,75.90587887476009,150,42.48494350643881,Post_Monsoon,1.2000000000000002,"{""delivery_time"": 4.7, ""quality"": 3.09, ""communication"": 1.05, ""technical_expertise"": 1.08}",Outstanding technical expertise and support,Medium,1.15,Surplus,12.3037646435419,0.4502850600922986,0.9678275647047723,Low,132kV,110.93920045091419,Under_Review,71.4535777021916,17.29125083292746,21.446701722915687,Vendor_Risk|Resource_Risk|Land_Acquisition_Risk
Mountainous,89.67726476430194,120,19.569259969583648,Spring,2.100000000000001,"{""delivery_time"": 4.89, ""quality"": 1.89, ""communication"": 4.22, ""technical_expertise"": 1.23}",Average performance with communication issues,Medium,1.15,Critical_Shortage,33.44878970907037,0.49642935093490337,0.7930601744027485,Medium,132kV,107.22944828127687,Obtained,95.27838705941764,15.519216094999782,26.828617845230468,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Resource_Risk
Coastal,31.624941174283506,660,23.441082604231767,Winter,3.8000000000000025,"{""delivery_time"": 4.68, ""quality"": 4.5, ""communication"": 3.28, ""technical_expertise"": 1.04}",Average performance with communication issues,Low,1.05,Deficit,12.246373588638928,0.839922882971786,0.6490714855740701,Medium,400kV,95.86149665866112,Under_Review,66.46829384541425,13.268260132252646,3.1655416367608264,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,72.14810524588844,570,31.977190225571363,Spring,2.6000000000000014,"{""delivery_time"": 2.03, ""quality"": 2.63, ""communication"": 2.84, ""technical_expertise"": 2.19}",Average performance with communication issues,High,1.3,Critical_Shortage,35.62171792440565,0.6588192738328011,0.5745675539237689,Low,132kV,70.43238330352366,Pending,67.24249411691757,17.918196798953137,12.693731075679768,Supply_Chain_Risk|Resource_Risk|Land_Acquisition_Risk
Rural,70.70137031221176,630,22.561167048318726,Summer,1.6000000000000005,"{""delivery_time"": 1.13, ""quality"": 3.36, ""communication"": 3.1, ""technical_expertise"": 2.13}",Poor quality control and frequent delays,Low,1.05,Critical_Shortage,39.854434560066764,0.6675791622426435,0.9147615827503773,High,132kV,65.96598311252374,Under_Review,82.8687640170017,12.544384956858703,12.947790599342621,Supply_Chain_Risk|Vendor_Risk
Desert,56.86318326829988,60,38.321411279995814,Monsoon,2.200000000000001,"{""delivery_time"": 1.15, ""quality"": 4.98, ""communication"": 2.93, ""technical_expertise"": 4.02}",Outstanding technical expertise and support,Critical,1.5,Surplus,0.0,0.585164608981262,0.9182600972237894,Medium,220kV,14.27922748836815,Under_Review,73.7463431865094,14.070733913932091,30.151527720791787,Cost_Critical|Vendor_Risk|Resource_Risk|Land_Acquisition_Risk|Weather_Risk
Desert,78.31187420218559,330,20.144750258642276,Post_Monsoon,1.1,"{""delivery_time"": 2.81, ""quality"": 1.17, ""communication"": 2.24, ""technical_expertise"": 2.28}",Poor quality control and frequent delays,Medium,1.15,Critical_Shortage,34.2650667491751,0.7644138300866463,0.9072539840652658,High,220kV,89.97675972994584,Pending,76.86117459388109,15.615296920799452,27.59594637596862,Cost_Critical|Supply_Chain_Risk|Vendor_Risk|Land_Acquisition_Risk
Desert,80.37463391193751,660,20.325580104635993,Summer,1.3000000000000003,"{""delivery_time"": 4.35, ""quality"": 3.62, ""communication"": 2.1, ""technical_expertise"": 4.87}",Average performance with communication issues,High,1.3,Surplus,4.996423201172541,0.5110990272497216,0.8225413459833931,Medium,400kV,95.51333279352599,Pending,92.26186431562732,11.689657922780535,16.674848552202455,Vendor_Risk|Resource_Risk
Forest,67.38763310919825,390,37.62375945051198,Spring,1.9000000000000008,"{""delivery_time"": 2.29, ""quality"": 4.99, ""communication"": 4.98, ""technical_expertise"": 1.76}",Outstanding technical expertise and support,High,1.3,Critical_Shortage,40.274032165473116,0.7761497675883373,0.683007693795938,Medium,400kV,83.32595538307302,Under_Review,96.14524241508421,19.82549251239329,12.61829296773902,Environmental_Risk|Supply_Chain_Risk|Vendor_Risk|Resource_Risk
Rural,41.7454226923187,450,15.842507340788103,Summer,4.800000000000003,"{""delivery_time"": 2.25, ""quality"": 2.94, ""communication"": 3.66, ""technical_expertise"": 3.11}",Good quality but delayed deliveries,Medium,1.15,Balanced,6.088140500614252,0.5042793142811438,0.6520351423901285,Very_High,400kV,90.01976540502766,Pending,91.62214718226188,13.968144889268668,17.99094886248334,Resource_Risk
